点云序号,距离雷达的纵向距离/m,距离雷达的横向距离/m,纬度,经度,横向速度,纵向速度,总速度,时间戳,RCS,标定速度与雷达速度差,
1849884,91,-3.7,23.26317433,113.5244436,-1.4508,-2.6676,3.036595199,3,1688527478,-2.5,-0.036595199
1849884,91,-3.7,23.26317422,113.5244434,-1.4504,-2.6697,3.038249208,3,1688527478,-2.5,-0.038249208
1850091,92.2,-4.1,23.26317412,113.5244432,-1.4506,-2.6707,3.039223396,3,1688527478,20.5,-0.039223396
1850091,92.2,-4.1,23.26317401,113.524443,-1.4502,-2.6726,3.040702353,3,1688527478,20.5,-0.040702353
1850091,92.2,-4.1,23.26317391,113.5244428,-1.4499,-2.6692,3.037571176,3,1688527478,20.5,-0.037571176
1850091,92.2,-4.1,23.2631738,113.5244426,-1.4525,-2.6698,3.039340108,3,1688527478,20.5,-0.039340108
1850091,92.2,-4.1,23.2631737,113.5244424,-1.4497,-2.6697,3.037915104,3,1688527478,20.5,-0.037915104
1850091,92.2,-4.1,23.26317359,113.5244422,-1.4503,-2.6714,3.039695388,3,1688527478,20.5,-0.039695388
1850091,92.2,-4.1,23.26317349,113.524442,-1.4476,-2.671,3.038056412,3,1688527478,20.5,-0.038056412
1850091,92.2,-4.1,23.26317339,113.5244418,-1.4457,-2.6725,3.03847079,3,1688527478,20.5,-0.03847079
1850091,92.2,-4.1,23.26317328,113.5244415,-1.4473,-2.6717,3.03852895,3,1688527478,20.5,-0.03852895
1850298,92.4,-4.3,23.26317318,113.5244413,-1.4468,-2.6716,3.03820289,3,1688527478,16,-0.03820289
1850298,92.4,-4.3,23.26317307,113.5244411,-1.4457,-2.6704,3.03662389,3,1688527478,16,-0.03662389
1850298,92.4,-4.3,23.26317297,113.5244409,-1.4438,-2.6725,3.037567232,3,1688527478,16,-0.037567232
1850298,92.4,-4.3,23.26317286,113.5244407,-1.4432,-2.6743,3.038866027,3,1688527478,16,-0.038866027
1850298,92.4,-4.3,23.26317276,113.5244405,-1.443,-2.6745,3.038947063,3,1688527478,16,-0.038947063
1850298,92.4,-4.3,23.26317265,113.5244403,-1.444,-2.6752,3.040038,3,1688527478,16,-0.040038
1850298,92.4,-4.3,23.26317255,113.5244401,-1.4439,-2.6738,3.038758571,3,1688527478,16,-0.038758571
1850298,92.4,-4.3,23.26317244,113.5244399,-1.4423,-2.6741,3.038262678,3,1688527478,16,-0.038262678
1850298,92.4,-4.3,23.26317234,113.5244397,-1.4429,-2.6746,3.03898759,3,1688527478,16,-0.03898759
1850486,92.6,-4.1,23.26317224,113.5244395,-1.4433,-2.6744,3.039001522,3,1688527478,18,-0.039001522
1850486,92.6,-4.1,23.26317213,113.5244392,-1.4449,-2.6737,3.039145883,3,1688527478,18,-0.039145883
1850486,92.6,-4.1,23.26317203,113.524439,-1.4451,-2.6759,3.041176552,3,1688527478,18,-0.041176552
1850486,92.6,-4.1,23.26317192,113.5244388,-1.4452,-2.6736,3.039200553,3,1688527478,18,-0.039200553
1850486,92.6,-4.1,23.26317182,113.5244386,-1.4454,-2.6721,3.037976229,3,1688527478,18,-0.037976229
1850486,92.6,-4.1,23.26317171,113.5244384,-1.4458,-2.6727,3.03869428,3,1688527478,18,-0.03869428
1850486,92.6,-4.1,23.26317161,113.5244382,-1.4481,-2.6729,3.039965135,3,1688527478,18,-0.039965135
1850486,92.6,-4.1,23.2631715,113.524438,-1.4476,-2.672,3.038935629,3,1688527478,18,-0.038935629
1850486,92.6,-4.1,23.2631714,113.5244378,-1.448,-2.671,3.038247027,3,1688527478,18,-0.038247027
1850486,92.6,-4.1,23.26317129,113.5244376,-1.4498,-2.6714,3.039456859,3,1688527478,18,-0.039456859
1850486,92.6,-4.1,23.26317119,113.5244374,-1.4518,-2.6718,3.040762812,3,1688527478,18,-0.040762812
1850680,93.2,-3.9,23.26317108,113.5244372,-1.4533,-2.6708,3.04060085,3,1688527478,21,-0.04060085
1850680,93.2,-3.9,23.26317098,113.5244369,-1.452,-2.6697,3.039013342,3,1688527478,21,-0.039013342
1850680,93.2,-3.9,23.26317088,113.5244367,-1.452,-2.6712,3.04033114,3,1688527478,21,-0.04033114
1850680,93.2,-3.9,23.26317077,113.5244365,-1.4521,-2.6726,3.041608977,3,1688527478,21,-0.041608977
1850680,93.2,-3.9,23.26317067,113.5244363,-1.4536,-2.6714,3.041271267,3,1688527478,21,-0.041271267
1850680,93.2,-3.9,23.26317056,113.5244361,-1.453,-2.67,3.03975476,3,1688527478,21,-0.03975476
1850680,93.2,-3.9,23.26317046,113.5244359,-1.4524,-2.6696,3.039116635,3,1688527478,21,-0.039116635
1850680,93.2,-3.9,23.26317035,113.5244357,-1.451,-2.6706,3.039326465,3,1688527478,21,-0.039326465
1850680,93.2,-3.9,23.26317025,113.5244355,-1.4508,-2.6717,3.040197614,3,1688527478,21,-0.040197614
1850680,93.2,-3.9,23.26317014,113.5244353,-1.4514,-2.6726,3.041274851,3,1688527478,21,-0.041274851
1850874,93.2,-3.7,23.26317004,113.5244351,-1.4506,-2.6715,3.039926415,3,1688527478,10,-0.039926415
1850874,93.2,-3.7,23.26316993,113.5244349,-1.4512,-2.6699,3.038806912,3,1688527478,10,-0.038806912
1850874,93.2,-3.7,23.26316983,113.5244346,-1.4518,-2.6706,3.039708473,3,1688527478,10,-0.039708473
1850874,93.2,-3.7,23.26316972,113.5244344,-1.45,-2.6715,3.039640151,3,1688527478,10,-0.039640151
1850874,93.2,-3.7,23.26316961,113.5244342,-1.4501,-2.6712,3.039424197,3,1688527478,10,-0.039424197
1850874,93.2,-3.7,23.26316951,113.524434,-1.4495,-2.6735,3.041159729,3,1688527478,10,-0.041159729
1850874,93.2,-3.7,23.2631694,113.5244338,-1.4508,-2.6729,3.041252217,3,1688527478,10,-0.041252217
1850874,93.2,-3.7,23.2631693,113.5244336,-1.4516,-2.6743,3.042864284,3,1688527478,10,-0.042864284
1850874,93.2,-3.7,23.26316919,113.5244334,-1.4503,-2.6744,3.042332239,3,1688527478,10,-0.042332239
1850874,93.2,-3.7,23.26316909,113.5244332,-1.4481,-2.6753,3.042075558,3,1688527478,10,-0.042075558
1851062,93.2,-4.1,23.26316898,113.524433,-1.4495,-2.6753,3.04274224,3,1688527478,22,-0.04274224
1851062,93.2,-4.1,23.26316887,113.5244328,-1.4496,-2.677,3.044284671,3,1688527478,22,-0.044284671
1851062,93.2,-4.1,23.26316877,113.5244326,-1.4491,-2.6776,3.044574284,3,1688527478,22,-0.044574284
1851062,93.2,-4.1,23.26316866,113.5244324,-1.4489,-2.6777,3.044567046,3,1688527478,22,-0.044567046
1851062,93.2,-4.1,23.26316856,113.5244321,-1.4481,-2.6783,3.04471419,3,1688527478,22,-0.04471419
1851062,93.2,-4.1,23.26316845,113.5244319,-1.447,-2.6779,3.043839255,3,1688527478,22,-0.043839255
1851062,93.2,-4.1,23.26316835,113.5244317,-1.4464,-2.678,3.043642055,3,1688527478,22,-0.043642055
1851062,93.2,-4.1,23.26316824,113.5244315,-1.4439,-2.6794,3.043687167,3,1688527478,22,-0.043687167
1851062,93.2,-4.1,23.26316814,113.5244313,-1.4438,-2.6789,3.043199574,3,1688527478,22,-0.043199574
1851266,93.6,-4.1,23.26316803,113.5244311,-1.4452,-2.6802,3.045008223,3,1688527478,24.5,-0.045008223
1851266,93.6,-4.1,23.26316793,113.5244309,-1.4453,-2.6805,3.045319743,3,1688527478,24.5,-0.045319743
1851266,93.6,-4.1,23.26316782,113.5244307,-1.4447,-2.6799,3.044506873,3,1688527478,24.5,-0.044506873
1851266,93.6,-4.1,23.26316771,113.5244305,-1.4426,-2.6808,3.044303434,3,1688527478,24.5,-0.044303434
1851266,93.6,-4.1,23.26316761,113.5244303,-1.4424,-2.6833,3.046410453,3,1688527478,24.5,-0.046410453
1851266,93.6,-4.1,23.2631675,113.5244301,-1.4414,-2.6812,3.044087285,3,1688527478,24.5,-0.044087285
1851266,93.6,-4.1,23.2631674,113.5244298,-1.4434,-2.6783,3.042481627,3,1688527478,24.5,-0.042481627
1851266,93.6,-4.1,23.26316729,113.5244296,-1.4449,-2.6788,3.043633593,3,1688527478,24.5,-0.043633593
1851451,93.4,-4.7,23.26316719,113.5244294,-1.445,-2.6774,3.042448974,3,1688527478,12,-0.042448974
1851451,93.4,-4.7,23.26316708,113.5244292,-1.4443,-2.6787,3.043260781,3,1688527478,12,-0.043260781
1851451,93.4,-4.7,23.26316698,113.524429,-1.4432,-2.6776,3.041770537,3,1688527478,12,-0.041770537
1851451,93.4,-4.7,23.26316687,113.5244288,-1.4433,-2.677,3.04128984,3,1688527478,12,-0.04128984
1851451,93.4,-4.7,23.26316677,113.5244286,-1.4453,-2.6768,3.042063499,3,1688527478,12,-0.042063499
1851451,93.4,-4.7,23.26316666,113.5244284,-1.4467,-2.6765,3.042464978,3,1688527478,12,-0.042464978
1851451,93.4,-4.7,23.26316656,113.5244282,-1.4471,-2.6745,3.040896029,3,1688527478,12,-0.040896029
1851451,93.4,-4.7,23.26316645,113.524428,-1.4445,-2.6761,3.041067487,3,1688527478,12,-0.041067487
1851652,94.2,-3.7,23.26316635,113.5244278,-1.4447,-2.6761,3.041162492,3,1688527478,20.5,-0.041162492
1851652,94.2,-3.7,23.26316624,113.5244275,-1.4469,-2.6751,3.041328595,3,1688527478,20.5,-0.041328595
1851652,94.2,-3.7,23.26316614,113.5244273,-1.4484,-2.674,3.041075231,3,1688527478,20.5,-0.041075231
1851652,94.2,-3.7,23.26316603,113.5244271,-1.45,-2.6744,3.042189238,3,1688527478,20.5,-0.042189238
1851652,94.2,-3.7,23.26316592,113.5244269,-1.4483,-2.6715,3.038829567,3,1688527478,20.5,-0.038829567
1851652,94.2,-3.7,23.26316582,113.5244267,-1.4501,-2.6729,3.040918351,3,1688527478,20.5,-0.040918351
1851652,94.2,-3.7,23.26316571,113.5244265,-1.4494,-2.6736,3.04119998,3,1688527478,20.5,-0.04119998
1851652,94.2,-3.7,23.26316561,113.5244263,-1.4501,-2.67,3.03836963,3,1688527478,20.5,-0.03836963
1851652,94.2,-3.7,23.2631655,113.5244261,-1.4524,-2.6688,3.038413928,3,1688527478,20.5,-0.038413928
1851652,94.2,-3.7,23.2631654,113.5244259,-1.4515,-2.6702,3.039213762,3,1688527478,20.5,-0.039213762
1851652,94.2,-3.7,23.26316529,113.5244257,-1.4515,-2.67,3.039038047,3,1688527478,20.5,-0.039038047
1851875,94.6,-3.7,23.26316518,113.5244255,-1.451,-2.6706,3.039326465,3,1688527479,21,-0.039326465
1851875,94.6,-3.7,23.26316508,113.5244253,-1.4492,-2.6711,3.038907016,3,1688527479,21,-0.038907016
1851875,94.6,-3.7,23.26316497,113.524425,-1.4507,-2.6714,3.039886256,3,1688527479,21,-0.039886256
1851875,94.6,-3.7,23.26316487,113.5244248,-1.451,-2.6718,3.040380937,3,1688527479,21,-0.040380937
1851875,94.6,-3.7,23.26316476,113.5244246,-1.4498,-2.6716,3.039632642,3,1688527479,21,-0.039632642
1851875,94.6,-3.7,23.26316466,113.5244244,-1.4486,-2.67,3.037654022,3,1688527479,21,-0.037654022
1851875,94.6,-3.7,23.26316455,113.5244242,-1.4494,-2.672,3.039793473,3,1688527479,21,-0.039793473
1851875,94.6,-3.7,23.26316445,113.524424,-1.4467,-2.6723,3.038770834,3,1688527479,21,-0.038770834
1851875,94.6,-3.7,23.26316434,113.5244238,-1.4465,-2.6729,3.039203294,3,1688527479,21,-0.039203294
1851875,94.6,-3.7,23.26316423,113.5244236,-1.4462,-2.6737,3.039764157,3,1688527479,21,-0.039764157
1852066,94.6,-3.9,23.26316413,113.5244234,-1.4438,-2.6732,3.038183122,3,1688527479,13,-0.038183122
1852066,94.6,-3.9,23.26316402,113.5244232,-1.445,-2.6736,3.039105454,3,1688527479,13,-0.039105454
1852066,94.6,-3.9,23.26316392,113.524423,-1.443,-2.6761,3.040355277,3,1688527479,13,-0.040355277
1852066,94.6,-3.9,23.26316381,113.5244228,-1.4399,-2.6761,3.038885194,3,1688527479,13,-0.038885194
1852066,94.6,-3.9,23.26316371,113.5244225,-1.4411,-2.6744,3.037957302,3,1688527479,13,-0.037957302
1852066,94.6,-3.9,23.2631636,113.5244223,-1.4403,-2.6767,3.039603096,3,1688527479,13,-0.039603096
1852066,94.6,-3.9,23.2631635,113.5244221,-1.4399,-2.6798,3.042143989,3,1688527479,13,-0.042143989
1852066,94.6,-3.9,23.26316339,113.5244219,-1.4403,-2.677,3.039867282,3,1688527479,13,-0.039867282
1852066,94.6,-3.9,23.26316329,113.5244217,-1.439,-2.6776,3.039780051,3,1688527479,13,-0.039780051
1852066,94.6,-3.9,23.26316318,113.5244215,-1.438,-2.6769,3.038690114,3,1688527479,13,-0.038690114
1852250,94.6,-4.3,23.26316308,113.5244213,-1.4405,-2.6769,3.039873988,3,1688527479,14.5,-0.039873988
1852250,94.6,-4.3,23.26316297,113.5244211,-1.4416,-2.678,3.041363931,3,1688527479,14.5,-0.041363931
1852250,94.6,-4.3,23.26316287,113.5244209,-1.4397,-2.6767,3.039318835,3,1688527479,14.5,-0.039318835
1852250,94.6,-4.3,23.26316276,113.5244207,-1.4414,-2.675,3.038627809,3,1688527479,14.5,-0.038627809
1852250,94.6,-4.3,23.26316266,113.5244205,-1.4442,-2.6753,3.040221,3,1688527479,14.5,-0.040221
1852250,94.6,-4.3,23.26316255,113.5244202,-1.4443,-2.6755,3.040444497,3,1688527479,14.5,-0.040444497
1852250,94.6,-4.3,23.26316245,113.52442,-1.4451,-2.6742,3.039680847,3,1688527479,14.5,-0.039680847
1852250,94.6,-4.3,23.26316234,113.5244198,-1.4472,-2.6735,3.040064159,3,1688527479,14.5,-0.040064159
1852250,94.6,-4.3,23.26316224,113.5244196,-1.4488,-2.6744,3.041617464,3,1688527479,14.5,-0.041617464
1852445,95.2,-3.9,23.26316213,113.5244194,-1.4517,-2.6729,3.041681657,3,1688527479,20,-0.041681657
1852445,95.2,-3.9,23.26316203,113.5244192,-1.4533,-2.6728,3.042357758,3,1688527479,20,-0.042357758
1852445,95.2,-3.9,23.26316192,113.524419,-1.4508,-2.6711,3.039670352,3,1688527479,20,-0.039670352
1852445,95.2,-3.9,23.26316182,113.5244188,-1.4523,-2.6713,3.04056228,3,1688527479,20,-0.04056228
1852445,95.2,-3.9,23.26316171,113.5244186,-1.4547,-2.6724,3.042675443,3,1688527479,20,-0.042675443
1852445,95.2,-3.9,23.2631616,113.5244184,-1.4555,-2.6716,3.042355471,3,1688527479,20,-0.042355471
1852445,95.2,-3.9,23.2631615,113.5244182,-1.4571,-2.6711,3.042682307,3,1688527479,20,-0.042682307
1852445,95.2,-3.9,23.26316139,113.524418,-1.4562,-2.6716,3.042690421,3,1688527479,20,-0.042690421
1852445,95.2,-3.9,23.26316129,113.5244177,-1.4548,-2.6703,3.040879006,3,1688527479,20,-0.040879006
1852644,95.2,-4.1,23.26316118,113.5244175,-1.4563,-2.6709,3.042123683,3,1688527479,22,-0.042123683
1852644,95.2,-4.1,23.26316107,113.5244173,-1.4577,-2.6711,3.042969684,3,1688527479,22,-0.042969684
1852644,95.2,-4.1,23.26316097,113.5244171,-1.4566,-2.6713,3.042618486,3,1688527479,22,-0.042618486
1852644,95.2,-4.1,23.26316086,113.5244169,-1.4561,-2.6728,3.043696281,3,1688527479,22,-0.043696281
1852644,95.2,-4.1,23.26316076,113.5244167,-1.4567,-2.6719,3.043193142,3,1688527479,22,-0.043193142
1852644,95.2,-4.1,23.26316065,113.5244165,-1.4567,-2.6724,3.043632148,3,1688527479,22,-0.043632148
1852644,95.2,-4.1,23.26316054,113.5244163,-1.457,-2.6724,3.043775741,3,1688527479,22,-0.043775741
1852644,95.2,-4.1,23.26316044,113.5244161,-1.458,-2.672,3.043903415,3,1688527479,22,-0.043903415
1852644,95.2,-4.1,23.26316033,113.5244159,-1.4565,-2.6729,3.04397547,3,1688527479,22,-0.04397547
1852644,95.2,-4.1,23.26316022,113.5244157,-1.4564,-2.674,3.044893588,3,1688527479,22,-0.044893588
1852834,95.2,-4.1,23.26316012,113.5244154,-1.4564,-2.6748,3.045596165,3,1688527479,18,-0.045596165
1852834,95.2,-4.1,23.26316001,113.5244152,-1.4547,-2.6737,3.043817304,3,1688527479,18,-0.043817304
1852834,95.2,-4.1,23.26315991,113.524415,-1.4561,-2.6725,3.043432841,3,1688527479,18,-0.043432841
1852834,95.2,-4.1,23.2631598,113.5244148,-1.4562,-2.6741,3.044885753,3,1688527479,18,-0.044885753
1852834,95.2,-4.1,23.26315969,113.5244146,-1.4554,-2.6736,3.044064079,3,1688527479,18,-0.044064079
1852834,95.2,-4.1,23.26315959,113.5244144,-1.455,-2.6747,3.044839091,3,1688527479,18,-0.044839091
1852834,95.2,-4.1,23.26315948,113.5244142,-1.4558,-2.6729,3.043640591,3,1688527479,18,-0.043640591
1852834,95.2,-4.1,23.26315938,113.524414,-1.457,-2.6717,3.043161167,3,1688527479,18,-0.043161167
1852834,95.2,-4.1,23.26315927,113.5244138,-1.4574,-2.6742,3.045547635,3,1688527479,18,-0.045547635
1852834,95.2,-4.1,23.26315916,113.5244136,-1.4596,-2.6749,3.047215478,3,1688527479,18,-0.047215478
1853036,95.6,-3.9,23.26315906,113.5244134,-1.4584,-2.6743,3.04611409,3,1688527479,22.5,-0.04611409
1853036,95.6,-3.9,23.26315895,113.5244132,-1.4579,-2.674,3.045611336,3,1688527479,22.5,-0.045611336
1853036,95.6,-3.9,23.26315885,113.5244129,-1.4584,-2.6742,3.046026297,3,1688527479,22.5,-0.046026297
1853036,95.6,-3.9,23.26315874,113.5244127,-1.4575,-2.6727,3.044278493,3,1688527479,22.5,-0.044278493
1853036,95.6,-3.9,23.26315864,113.5244125,-1.4588,-2.6722,3.044462232,3,1688527479,22.5,-0.044462232
1853036,95.6,-3.9,23.26315853,113.5244123,-1.457,-2.6744,3.045531868,3,1688527479,22.5,-0.045531868
1853036,95.6,-3.9,23.26315843,113.5244121,-1.4555,-2.6741,3.044551044,3,1688527479,22.5,-0.044551044
1853036,95.6,-3.9,23.26315832,113.5244119,-1.4548,-2.6744,3.044479988,3,1688527479,22.5,-0.044479988
1853036,95.6,-3.9,23.26315822,113.5244117,-1.4539,-2.6751,3.044665042,3,1688527479,22.5,-0.044665042
1853036,95.6,-3.9,23.26315811,113.5244115,-1.4547,-2.6747,3.044695745,3,1688527479,22.5,-0.044695745
1853036,95.6,-3.9,23.26315801,113.5244113,-1.4554,-2.6755,3.045732984,3,1688527479,22.5,-0.045732984
1853232,95.8,-3.9,23.2631579,113.5244111,-1.4524,-2.6769,3.045531049,3,1688527479,24,-0.045531049
1853232,95.8,-3.9,23.2631578,113.5244109,-1.452,-2.6783,3.046571005,3,1688527479,24,-0.046571005
1853232,95.8,-3.9,23.26315769,113.5244106,-1.4521,-2.6786,3.046882402,3,1688527479,24,-0.046882402
1853232,95.8,-3.9,23.26315759,113.5244104,-1.4513,-2.6755,3.043775935,3,1688527479,24,-0.043775935
1853232,95.8,-3.9,23.26315748,113.5244102,-1.4519,-2.6753,3.043886282,3,1688527479,24,-0.043886282
1853232,95.8,-3.9,23.26315738,113.52441,-1.4508,-2.6752,3.043273842,3,1688527479,24,-0.043273842
1853232,95.8,-3.9,23.26315727,113.5244098,-1.4501,-2.6752,3.042940198,3,1688527479,24,-0.042940198
1853232,95.8,-3.9,23.26315717,113.5244096,-1.4515,-2.6734,3.04202561,3,1688527479,24,-0.04202561
1853232,95.8,-3.9,23.26315706,113.5244094,-1.4519,-2.6778,3.046083789,3,1688527479,24,-0.046083789
1853418,95.8,-4.1,23.26315696,113.5244092,-1.4513,-2.6761,3.044303352,3,1688527479,15.5,-0.044303352
1853418,95.8,-4.1,23.26315685,113.524409,-1.4518,-2.6739,3.042608166,3,1688527479,15.5,-0.042608166
1853418,95.8,-4.1,23.26315675,113.5244088,-1.4544,-2.6747,3.044552422,3,1688527479,15.5,-0.044552422
1853418,95.8,-4.1,23.26315664,113.5244086,-1.4553,-2.6727,3.043225818,3,1688527479,15.5,-0.043225818
1853418,95.8,-4.1,23.26315654,113.5244083,-1.457,-2.6729,3.044214744,3,1688527479,15.5,-0.044214744
1853418,95.8,-4.1,23.26315643,113.5244081,-1.4583,-2.674,3.045802832,3,1688527479,15.5,-0.045802832
1853418,95.8,-4.1,23.26315633,113.5244079,-1.4585,-2.6743,3.046161969,3,1688527479,15.5,-0.046161969
1853418,95.8,-4.1,23.26315622,113.5244077,-1.4596,-2.6706,3.043441558,3,1688527479,15.5,-0.043441558
1853623,96.4,-3.9,23.26315612,113.5244075,-1.4604,-2.671,3.04417627,3,1688527479,18.5,-0.04417627
1853623,96.4,-3.9,23.26315601,113.5244073,-1.4627,-2.6688,3.043350905,3,1688527479,18.5,-0.043350905
1853623,96.4,-3.9,23.2631559,113.5244071,-1.4621,-2.6695,3.043676504,3,1688527479,18.5,-0.043676504
1853623,96.4,-3.9,23.2631558,113.5244069,-1.4611,-2.6702,3.043810318,3,1688527479,18.5,-0.043810318
1853623,96.4,-3.9,23.26315569,113.5244067,-1.4606,-2.6699,3.043307144,3,1688527479,18.5,-0.043307144
1853623,96.4,-3.9,23.26315559,113.5244065,-1.4591,-2.6694,3.042148775,3,1688527479,18.5,-0.042148775
1853623,96.4,-3.9,23.26315548,113.5244062,-1.4613,-2.6691,3.042941422,3,1688527479,18.5,-0.042941422
1853623,96.4,-3.9,23.26315538,113.524406,-1.4598,-2.6678,3.041080874,3,1688527479,18.5,-0.041080874
1853797,96.6,-3.9,23.26315527,113.5244058,-1.4565,-2.6709,3.04221943,3,1688527479,22.5,-0.04221943
1853797,96.6,-3.9,23.26315517,113.5244056,-1.4557,-2.6728,3.043504942,3,1688527479,22.5,-0.043504942
1853797,96.6,-3.9,23.26315506,113.5244054,-1.4551,-2.6727,3.043130181,3,1688527479,22.5,-0.043130181
1853797,96.6,-3.9,23.26315496,113.5244052,-1.454,-2.6725,3.042428676,3,1688527479,22.5,-0.042428676
1853797,96.6,-3.9,23.26315485,113.524405,-1.4538,-2.6708,3.040839864,3,1688527479,22.5,-0.040839864
1853797,96.6,-3.9,23.26315475,113.5244048,-1.4515,-2.6712,3.040092382,3,1688527479,22.5,-0.040092382
1853797,96.6,-3.9,23.26315464,113.5244046,-1.4478,-2.6736,3.040437765,3,1688527479,22.5,-0.040437765
1853797,96.6,-3.9,23.26315454,113.5244044,-1.4476,-2.6742,3.040870172,3,1688527479,22.5,-0.040870172
1853797,96.6,-3.9,23.26315443,113.5244041,-1.4462,-2.675,3.040907667,3,1688527479,22.5,-0.040907667
1853797,96.6,-3.9,23.26315433,113.5244039,-1.445,-2.6759,3.041129035,3,1688527479,22.5,-0.041129035
1853797,96.6,-3.9,23.26315423,113.5244037,-1.4463,-2.6755,3.041395065,3,1688527479,22.5,-0.041395065
1853985,96.6,-3.7,23.26315412,113.5244035,-1.4418,-2.6752,3.038993629,3,1688527479,16.5,-0.038993629
1853985,96.6,-3.7,23.26315402,113.5244033,-1.4422,-2.6746,3.038655295,3,1688527479,16.5,-0.038655295
1853985,96.6,-3.7,23.26315391,113.5244031,-1.4441,-2.6763,3.041053518,3,1688527479,16.5,-0.041053518
1853985,96.6,-3.7,23.26315381,113.5244029,-1.445,-2.6754,3.040689093,3,1688527479,16.5,-0.040689093
1853985,96.6,-3.7,23.26315371,113.5244027,-1.4441,-2.6754,3.040261497,3,1688527479,16.5,-0.040261497
1853985,96.6,-3.7,23.2631536,113.5244025,-1.4452,-2.6747,3.040168273,3,1688527479,16.5,-0.040168273
1853985,96.6,-3.7,23.2631535,113.5244023,-1.4447,-2.6738,3.039138781,3,1688527479,16.5,-0.039138781
1853985,96.6,-3.7,23.26315339,113.524402,-1.4484,-2.6728,3.040020132,3,1688527479,16.5,-0.040020132
1853985,96.6,-3.7,23.26315329,113.5244018,-1.451,-2.6715,3.040117309,3,1688527479,16.5,-0.040117309
1853985,96.6,-3.7,23.26315318,113.5244016,-1.4502,-2.6723,3.040438674,3,1688527479,16.5,-0.040438674
1854178,97.2,-3.7,23.26315308,113.5244014,-1.4511,-2.6727,3.041219574,3,1688527479,21,-0.041219574
1854178,97.2,-3.7,23.26315297,113.5244012,-1.4515,-2.6727,3.041410452,3,1688527479,21,-0.041410452
1854178,97.2,-3.7,23.26315287,113.524401,-1.4518,-2.6716,3.040587081,3,1688527479,21,-0.040587081
1854178,97.2,-3.7,23.26315276,113.5244008,-1.4561,-2.6704,3.041588955,3,1688527479,21,-0.041588955
1854178,97.2,-3.7,23.26315266,113.5244006,-1.4568,-2.671,3.042450861,3,1688527479,21,-0.042450861
1854178,97.2,-3.7,23.26315255,113.5244004,-1.4559,-2.6702,3.041317617,3,1688527479,21,-0.041317617
1854178,97.2,-3.7,23.26315245,113.5244002,-1.4558,-2.6717,3.042586816,3,1688527479,21,-0.042586816
1854178,97.2,-3.7,23.26315234,113.5244,-1.4552,-2.6705,3.041246009,3,1688527479,21,-0.041246009
1854351,97.6,-3.9,23.26315224,113.5243997,-1.456,-2.6688,3.040136418,3,1688527480,18,-0.040136418
1854351,97.6,-3.9,23.26315213,113.5243995,-1.4583,-2.667,3.039659173,3,1688527480,18,-0.039659173
1854351,97.6,-3.9,23.26315203,113.5243993,-1.4573,-2.6679,3.039969358,3,1688527480,18,-0.039969358
1854351,97.6,-3.9,23.26315192,113.5243991,-1.4578,-2.6679,3.04020908,3,1688527480,18,-0.04020908
1854351,97.6,-3.9,23.26315182,113.5243989,-1.4577,-2.6692,3.041302012,3,1688527480,18,-0.041302012
1854351,97.6,-3.9,23.26315171,113.5243987,-1.4591,-2.6686,3.041446822,3,1688527480,18,-0.041446822
1854351,97.6,-3.9,23.26315161,113.5243985,-1.4594,-2.6676,3.040713423,3,1688527480,18,-0.040713423
1854351,97.6,-3.9,23.2631515,113.5243983,-1.4586,-2.6694,3.041908993,3,1688527480,18,-0.041908993
1854351,97.6,-3.9,23.2631514,113.5243981,-1.459,-2.6698,3.042451814,3,1688527480,18,-0.042451814
1854351,97.6,-3.9,23.26315129,113.5243979,-1.4584,-2.6698,3.042164131,3,1688527480,18,-0.042164131
1854351,97.6,-3.9,23.26315119,113.5243976,-1.4572,-2.6698,3.041589039,3,1688527480,18,-0.041589039
1854351,97.6,-3.9,23.26315108,113.5243974,-1.4569,-2.67,3.041620885,3,1688527480,18,-0.041620885
1854533,97.2,-3.9,23.26315098,113.5243972,-1.4547,-2.6714,3.041797174,3,1688527480,7.5,-0.041797174
1854533,97.2,-3.9,23.26315087,113.524397,-1.4554,-2.6712,3.041956377,3,1688527480,7.5,-0.041956377
1854533,97.2,-3.9,23.26315077,113.5243968,-1.4523,-2.6716,3.04082585,3,1688527480,7.5,-0.04082585
1854533,97.2,-3.9,23.26315066,113.5243966,-1.4522,-2.6718,3.040953811,3,1688527480,7.5,-0.040953811
1854533,97.2,-3.9,23.26315056,113.5243964,-1.4508,-2.6732,3.041515885,3,1688527480,7.5,-0.041515885
1854533,97.2,-3.9,23.26315045,113.5243962,-1.4487,-2.6738,3.041042277,3,1688527480,7.5,-0.041042277
1854533,97.2,-3.9,23.26315035,113.524396,-1.4477,-2.6749,3.04153338,3,1688527480,7.5,-0.04153338
1854533,97.2,-3.9,23.26315024,113.5243958,-1.4471,-2.676,3.042215379,3,1688527480,7.5,-0.042215379
1854533,97.2,-3.9,23.26315014,113.5243956,-1.4483,-2.6759,3.042698424,3,1688527480,7.5,-0.042698424
1854533,97.2,-3.9,23.26315004,113.5243953,-1.4483,-2.6765,3.043226107,3,1688527480,7.5,-0.043226107
1854533,97.2,-3.9,23.26314993,113.5243951,-1.4458,-2.6785,3.043796953,3,1688527480,7.5,-0.043796953
1854717,98,-4.1,23.26314983,113.5243949,-1.4452,-2.6785,3.043511999,3,1688527480,17,-0.043511999
